time_hr,wear_pct,vibration_rms_mm_s,temperature_c,current_a,speed_rpm,rul_hr,label
410.5,6.92,0.2082,31.18,4.98,1500.2,589.5,healthy
411.0,6.94,0.1207,29.82,5.048,1502.0,589.0,healthy
411.5,6.97,0.091,30.65,4.977,1495.7,588.5,healthy
412.0,6.99,0.1082,30.55,4.987,1494.5,588.0,healthy
412.5,7.02,0.1727,32.12,4.998,1498.8,587.5,healthy
413.0,7.04,0.1779,32.19,5.074,1496.9,587.0,healthy
413.5,7.07,0.1754,29.33,4.916,1499.2,586.5,healthy
414.0,7.1,0.214,32.66,4.944,1500.0,586.0,healthy
414.5,7.12,0.0932,29.93,4.913,1501.5,585.5,healthy
415.0,7.15,0.1827,31.45,4.956,1497.3,585.0,healthy
415.5,7.17,0.2198,31.45,4.97,1500.4,584.5,healthy
416.0,7.2,0.1389,29.88,4.93,1499.6,584.0,healthy
416.5,7.23,0.1582,31.07,4.974,1500.3,583.5,healthy
417.0,7.25,0.1412,30.6,4.91,1498.6,583.0,healthy
417.5,7.28,0.137,31.13,4.96,1502.4,582.5,healthy
418.0,7.3,0.1553,30.88,5.071,1499.4,582.0,healthy
418.5,7.33,0.2076,31.65,5.031,1503.1,581.5,healthy
419.0,7.36,0.2287,30.76,5.02,1498.0,581.0,healthy
419.5,7.38,0.1706,30.57,4.961,1501.1,580.5,healthy
420.0,7.41,0.2416,31.58,4.934,1499.5,580.0,healthy
420.5,7.44,0.1855,31.17,4.954,1498.9,579.5,healthy
421.0,7.46,0.2331,31.3,5.009,1500.8,579.0,healthy
421.5,7.49,0.1702,30.19,5.055,1499.0,578.5,healthy
422.0,7.52,0.1667,29.88,5.056,1494.3,578.0,healthy
422.5,7.54,0.1686,30.27,5.043,1493.4,577.5,healthy
423.0,7.57,0.2556,30.23,4.975,1502.1,577.0,healthy
423.5,7.6,0.1958,31.36,5.013,1502.0,576.5,healthy
424.0,7.62,0.1564,31.52,4.996,1503.3,576.0,healthy
424.5,7.65,0.2106,30.62,5.002,1499.5,575.5,healthy
425.0,7.68,0.1709,31.89,5.114,1497.0,575.0,healthy
425.5,7.7,0.1639,31.84,4.924,1498.7,574.5,healthy
426.0,7.73,0.2018,30.95,5.0,1499.6,574.0,healthy
426.5,7.76,0.1796,30.1,5.073,1497.5,573.5,healthy
427.0,7.79,0.1883,32.02,4.939,1502.8,573.0,healthy
427.5,7.81,0.1782,30.72,4.98,1504.0,572.5,healthy
428.0,7.84,0.1822,30.87,4.986,1500.5,572.0,healthy
428.5,7.87,0.1759,30.5,5.001,1499.5,571.5,healthy
429.0,7.9,0.1053,30.06,4.933,1496.9,571.0,healthy
429.5,7.92,0.1839,29.61,5.042,1502.6,570.5,healthy
430.0,7.95,0.1431,31.29,5.046,1499.7,570.0,healthy
430.5,7.98,0.1392,30.16,5.038,1498.9,569.5,healthy
431.0,8.01,0.1873,33.24,4.969,1500.5,569.0,healthy
431.5,8.03,0.1938,29.93,5.017,1498.3,568.5,healthy
432.0,8.06,0.168,29.8,4.968,1499.8,568.0,healthy
432.5,8.09,0.2069,31.21,4.996,1496.6,567.5,healthy
433.0,8.12,0.1313,32.03,5.121,1501.7,567.0,healthy
433.5,8.15,0.1511,30.87,5.018,1499.3,566.5,healthy
434.0,8.17,0.1452,31.28,4.954,1501.8,566.0,healthy
434.5,8.2,0.1653,29.35,5.022,1499.1,565.5,healthy
435.0,8.23,0.1848,30.28,4.946,1499.2,565.0,healthy
435.5,8.26,0.1525,29.97,4.954,1497.1,564.5,healthy
436.0,8.29,0.2067,29.32,4.962,1501.0,564.0,healthy
436.5,8.32,0.1852,30.93,4.992,1497.7,563.5,healthy
437.0,8.35,0.1215,29.05,5.061,1498.5,563.0,healthy
437.5,8.37,0.1252,29.79,5.043,1499.5,562.5,healthy
438.0,8.4,0.1871,30.42,5.04,1499.7,562.0,healthy
438.5,8.43,0.1804,30.19,4.959,1496.1,561.5,healthy
439.0,8.46,0.179,31.18,4.987,1499.0,561.0,healthy
439.5,8.49,0.172,31.11,5.028,1501.0,560.5,healthy
440.0,8.52,0.167,31.59,4.983,1498.7,560.0,healthy
440.5,8.55,0.1899,31.48,5.001,1499.0,559.5,healthy
441.0,8.58,0.1359,31.79,5.037,1499.8,559.0,healthy
441.5,8.61,0.1473,30.88,4.997,1499.2,558.5,healthy
442.0,8.64,0.1595,31.13,5.026,1497.4,558.0,healthy
442.5,8.66,0.2061,31.3,5.095,1499.4,557.5,healthy
443.0,8.69,0.2346,31.01,5.007,1501.4,557.0,healthy
443.5,8.72,0.1787,30.58,5.074,1497.3,556.5,healthy
444.0,8.75,0.1065,30.64,5.043,1498.7,556.0,healthy
444.5,8.78,0.1189,30.26,4.942,1496.7,555.5,healthy
445.0,8.81,0.1454,31.25,4.96,1501.3,555.0,healthy
445.5,8.84,0.1516,30.84,4.974,1499.2,554.5,healthy
446.0,8.87,0.161,30.39,4.973,1497.7,554.0,healthy
446.5,8.9,0.1832,30.4,5.011,1499.6,553.5,healthy
447.0,8.93,0.1772,29.97,5.047,1497.0,553.0,healthy
447.5,8.96,0.2183,31.72,5.079,1497.3,552.5,healthy
448.0,8.99,0.1629,31.01,5.032,1496.5,552.0,healthy
448.5,9.02,0.1624,30.26,4.994,1497.3,551.5,healthy
449.0,9.05,0.2092,31.6,4.912,1502.1,551.0,healthy
449.5,9.08,0.1508,30.51,5.02,1497.9,550.5,healthy
450.0,9.11,0.2051,29.84,5.018,1500.3,550.0,healthy
450.5,9.14,0.1877,31.78,5.026,1497.7,549.5,healthy
451.0,9.17,0.1668,30.54,5.122,1500.9,549.0,healthy
451.5,9.2,0.205,30.65,5.079,1497.3,548.5,healthy
452.0,9.23,0.1444,31.02,5.056,1499.4,548.0,healthy
452.5,9.27,0.2417,31.9,4.969,1499.5,547.5,healthy
453.0,9.3,0.1867,31.01,4.992,1504.0,547.0,healthy
453.5,9.33,0.1639,30.04,5.013,1500.6,546.5,healthy
454.0,9.36,0.207,31.44,4.979,1498.2,546.0,healthy
454.5,9.39,0.1692,30.62,5.043,1500.7,545.5,healthy
455.0,9.42,0.1699,32.52,5.036,1503.6,545.0,healthy
455.5,9.45,0.191,31.02,4.963,1496.1,544.5,healthy
456.0,9.48,0.1957,29.23,5.078,1497.6,544.0,healthy
456.5,9.51,0.1595,31.31,5.023,1498.8,543.5,healthy
457.0,9.54,0.2031,32.59,4.932,1498.5,543.0,healthy
457.5,9.58,0.2138,32.3,5.016,1498.6,542.5,healthy
458.0,9.61,0.2293,32.51,5.033,1496.7,542.0,healthy
458.5,9.64,0.2045,30.23,5.067,1502.1,541.5,healthy
459.0,9.67,0.2277,31.78,5.002,1496.5,541.0,healthy
459.5,9.7,0.1344,30.48,5.06,1498.9,540.5,healthy
460.0,9.73,0.1917,31.24,5.028,1501.4,540.0,healthy
460.5,9.77,0.1806,30.05,4.953,1499.2,539.5,healthy
461.0,9.8,0.2092,30.56,4.948,1497.3,539.0,healthy
461.5,9.83,0.181,30.54,5.075,1496.6,538.5,healthy
462.0,9.86,0.1797,31.8,5.079,1498.8,538.0,healthy
462.5,9.89,0.2231,31.73,5.036,1497.8,537.5,healthy
463.0,9.93,0.1487,31.32,5.094,1499.7,537.0,healthy
463.5,9.96,0.1866,30.02,5.073,1496.5,536.5,healthy
464.0,9.99,0.1849,30.86,5.054,1500.9,536.0,healthy
464.5,10.02,0.2071,30.51,4.975,1499.5,535.5,healthy
465.0,10.05,0.2115,31.81,5.107,1499.6,535.0,healthy
465.5,10.09,0.2243,32.06,5.047,1502.1,534.5,healthy
466.0,10.12,0.2386,31.97,5.001,1498.4,534.0,healthy
466.5,10.15,0.2403,30.53,4.987,1497.8,533.5,healthy
467.0,10.18,0.1978,28.95,5.034,1498.1,533.0,healthy
467.5,10.22,0.2072,29.73,4.937,1498.8,532.5,healthy
468.0,10.25,0.1513,32.29,5.056,1499.0,532.0,healthy
468.5,10.28,0.1744,30.83,4.973,1497.5,531.5,healthy
469.0,10.32,0.2116,30.56,5.04,1495.2,531.0,healthy
469.5,10.35,0.2142,32.48,4.995,1498.1,530.5,healthy
470.0,10.38,0.1948,32.18,5.008,1499.9,530.0,healthy
470.5,10.42,0.2173,31.2,4.984,1499.5,529.5,healthy
471.0,10.45,0.2205,30.95,5.014,1501.6,529.0,healthy
471.5,10.48,0.2515,31.08,5.116,1503.1,528.5,healthy
472.0,10.52,0.2268,31.38,5.091,1500.7,528.0,healthy
472.5,10.55,0.2023,32.48,5.04,1501.9,527.5,healthy
473.0,10.58,0.2104,31.54,5.021,1500.7,527.0,healthy
473.5,10.62,0.0936,31.79,5.065,1502.6,526.5,healthy
474.0,10.65,0.1703,32.15,5.079,1502.9,526.0,healthy
474.5,10.68,0.0556,30.29,4.981,1501.0,525.5,healthy
475.0,10.72,0.1354,31.83,5.019,1500.6,525.0,healthy
475.5,10.75,0.2181,31.0,4.932,1498.7,524.5,healthy
476.0,10.79,0.2298,29.23,5.079,1499.0,524.0,healthy
476.5,10.82,0.1839,29.54,5.127,1498.4,523.5,healthy
477.0,10.85,0.1929,30.44,5.028,1500.4,523.0,healthy
477.5,10.89,0.2443,31.68,4.917,1497.7,522.5,healthy
478.0,10.92,0.1834,31.35,5.054,1498.7,522.0,healthy
478.5,10.96,0.2691,31.42,4.979,1494.4,521.5,healthy
479.0,10.99,0.2001,32.84,4.991,1502.5,521.0,healthy
479.5,11.02,0.2044,30.27,5.056,1498.6,520.5,healthy
480.0,11.06,0.2264,31.27,5.037,1500.0,520.0,healthy
480.5,11.09,0.1891,31.54,5.0,1502.0,519.5,healthy
481.0,11.13,0.1576,30.71,4.992,1499.7,519.0,healthy
481.5,11.16,0.1838,31.33,5.031,1502.0,518.5,healthy
482.0,11.2,0.2064,30.03,5.005,1496.6,518.0,healthy
482.5,11.23,0.1816,32.45,4.97,1503.8,517.5,healthy
483.0,11.27,0.2222,30.78,5.009,1501.2,517.0,healthy
483.5,11.3,0.206,32.96,5.043,1499.5,516.5,healthy
484.0,11.34,0.2454,31.31,5.017,1501.9,516.0,healthy
484.5,11.37,0.2001,32.16,4.955,1496.7,515.5,healthy
485.0,11.41,0.1663,31.31,5.075,1498.4,515.0,healthy
485.5,11.44,0.1613,31.33,4.889,1501.9,514.5,healthy
486.0,11.48,0.1851,30.89,5.004,1495.3,514.0,healthy
486.5,11.51,0.2193,31.46,4.996,1500.1,513.5,healthy
487.0,11.55,0.1867,31.63,5.034,1500.1,513.0,healthy
487.5,11.59,0.1932,30.75,5.055,1502.9,512.5,healthy
488.0,11.62,0.2567,31.29,5.083,1495.8,512.0,healthy
488.5,11.66,0.2025,30.9,4.992,1502.2,511.5,healthy
489.0,11.69,0.1638,33.24,5.057,1497.9,511.0,healthy
489.5,11.73,0.2277,31.33,5.037,1498.1,510.5,healthy
490.0,11.76,0.2299,32.65,4.942,1496.5,510.0,healthy
490.5,11.8,0.164,31.26,5.123,1496.8,509.5,healthy
491.0,11.84,0.2028,31.63,4.956,1499.8,509.0,healthy
491.5,11.87,0.2013,30.37,5.049,1496.7,508.5,healthy
492.0,11.91,0.1952,31.08,5.048,1500.4,508.0,healthy
492.5,11.95,0.2034,31.61,5.042,1497.6,507.5,healthy
493.0,11.98,0.1632,32.72,5.004,1496.5,507.0,healthy
493.5,12.02,0.2365,31.64,5.07,1497.9,506.5,healthy
494.0,12.06,0.2308,32.57,4.951,1499.6,506.0,healthy
494.5,12.09,0.2287,31.98,5.026,1498.3,505.5,healthy
495.0,12.13,0.2619,32.78,5.001,1499.0,505.0,healthy
495.5,12.17,0.2631,31.44,4.996,1500.3,504.5,healthy
496.0,12.2,0.2477,33.4,5.051,1501.0,504.0,healthy
496.5,12.24,0.2164,31.11,5.084,1498.3,503.5,healthy
497.0,12.28,0.1718,30.89,5.013,1496.8,503.0,healthy
497.5,12.31,0.2034,30.54,5.069,1499.0,502.5,healthy
498.0,12.35,0.237,33.38,5.033,1499.8,502.0,healthy
498.5,12.39,0.2305,32.18,4.986,1495.9,501.5,healthy
499.0,12.43,0.2344,31.27,5.018,1497.1,501.0,healthy
499.5,12.46,0.2498,32.54,5.016,1497.4,500.5,healthy
500.0,12.5,0.2107,32.1,4.996,1498.4,500.0,healthy
500.5,12.54,0.2042,33.13,5.053,1497.3,499.5,healthy
501.0,12.58,0.22,30.32,5.043,1500.2,499.0,healthy
501.5,12.61,0.2487,31.36,4.952,1495.6,498.5,healthy
502.0,12.65,0.2173,31.2,4.949,1495.6,498.0,healthy
502.5,12.69,0.2057,30.0,5.053,1498.1,497.5,healthy
503.0,12.73,0.197,32.44,4.992,1498.4,497.0,healthy
503.5,12.76,0.168,31.38,5.048,1495.9,496.5,healthy
504.0,12.8,0.221,32.19,5.072,1497.6,496.0,healthy
504.5,12.84,0.2379,33.5,4.969,1498.0,495.5,healthy
505.0,12.88,0.2097,31.34,4.963,1498.0,495.0,healthy
505.5,12.92,0.2995,31.29,5.117,1499.1,494.5,healthy
506.0,12.96,0.2387,31.73,5.051,1497.4,494.0,healthy
506.5,12.99,0.1899,32.43,5.013,1501.7,493.5,healthy
507.0,13.03,0.1841,31.19,4.987,1499.7,493.0,healthy
507.5,13.07,0.1606,31.15,5.009,1497.1,492.5,healthy
508.0,13.11,0.1927,32.51,4.975,1498.9,492.0,healthy
508.5,13.15,0.1777,31.97,5.079,1499.0,491.5,healthy
509.0,13.19,0.1969,30.04,4.996,1501.1,491.0,healthy
509.5,13.23,0.2439,30.7,5.09,1497.5,490.5,healthy
510.0,13.27,0.2441,32.89,5.015,1500.2,490.0,healthy
510.5,13.3,0.2423,32.02,4.983,1498.8,489.5,healthy
511.0,13.34,0.2356,31.1,5.014,1501.6,489.0,healthy
511.5,13.38,0.254,31.58,4.905,1501.2,488.5,healthy
512.0,13.42,0.1849,31.73,5.03,1499.0,488.0,healthy
512.5,13.46,0.2395,32.32,5.028,1498.1,487.5,healthy
513.0,13.5,0.1757,30.65,5.078,1499.6,487.0,healthy
513.5,13.54,0.2213,31.07,4.942,1498.3,486.5,healthy
514.0,13.58,0.1896,31.97,5.095,1502.0,486.0,healthy
514.5,13.62,0.2018,31.68,5.078,1498.8,485.5,healthy
515.0,13.66,0.2212,32.22,5.1,1497.8,485.0,healthy
515.5,13.7,0.2273,30.79,5.035,1497.7,484.5,healthy
516.0,13.74,0.2343,32.07,5.088,1496.2,484.0,healthy
516.5,13.78,0.2809,32.66,4.964,1499.7,483.5,healthy
517.0,13.82,0.2543,32.19,5.074,1496.9,483.0,healthy
517.5,13.86,0.2604,31.92,5.0,1500.8,482.5,healthy
518.0,13.9,0.2682,31.74,4.956,1496.0,482.0,healthy
518.5,13.94,0.1911,31.15,4.983,1498.8,481.5,healthy
519.0,13.98,0.2336,31.77,5.039,1500.8,481.0,healthy
519.5,14.02,0.2266,32.85,4.998,1494.2,480.5,healthy
520.0,14.06,0.1665,31.75,5.058,1502.6,480.0,healthy
520.5,14.1,0.2482,31.14,4.949,1497.7,479.5,healthy
521.0,14.14,0.2541,31.47,4.934,1498.8,479.0,healthy
521.5,14.18,0.2399,32.03,5.109,1499.6,478.5,healthy
522.0,14.22,0.2083,31.58,5.086,1499.9,478.0,healthy
522.5,14.26,0.2155,32.27,4.988,1499.0,477.5,healthy
523.0,14.31,0.2456,32.31,5.041,1500.5,477.0,healthy
523.5,14.35,0.2872,32.61,5.092,1499.5,476.5,healthy
524.0,14.39,0.2379,33.05,5.062,1502.0,476.0,healthy
524.5,14.43,0.2614,32.72,5.049,1499.5,475.5,healthy
525.0,14.47,0.1803,31.18,5.097,1502.4,475.0,healthy
525.5,14.51,0.1716,31.21,5.006,1500.2,474.5,healthy
526.0,14.55,0.1697,31.88,5.044,1494.8,474.0,healthy
526.5,14.59,0.2829,31.59,5.042,1503.6,473.5,healthy
527.0,14.64,0.205,31.05,5.029,1497.2,473.0,healthy
527.5,14.68,0.3161,31.61,5.024,1501.4,472.5,healthy
528.0,14.72,0.288,31.6,5.047,1498.4,472.0,healthy
528.5,14.76,0.2922,31.45,5.045,1500.5,471.5,healthy
529.0,14.8,0.2656,31.74,4.991,1497.0,471.0,healthy
529.5,14.85,0.2461,32.94,5.084,1499.6,470.5,healthy
530.0,14.89,0.2245,32.17,4.996,1497.8,470.0,healthy
530.5,14.93,0.2732,34.0,5.034,1501.5,469.5,healthy
531.0,14.97,0.2066,32.16,5.03,1499.2,469.0,healthy
531.5,15.01,0.2416,31.8,5.063,1500.2,468.5,healthy
532.0,15.06,0.2079,32.05,4.939,1494.0,468.0,healthy
532.5,15.1,0.2344,32.26,5.09,1498.1,467.5,healthy
533.0,15.14,0.2029,32.41,5.012,1499.1,467.0,healthy
533.5,15.18,0.2552,33.73,5.107,1498.7,466.5,healthy
534.0,15.23,0.3148,31.4,5.022,1500.2,466.0,healthy
534.5,15.27,0.2871,32.78,5.044,1497.5,465.5,healthy
535.0,15.31,0.2863,32.26,5.143,1498.3,465.0,healthy
535.5,15.36,0.2452,30.85,5.033,1500.6,464.5,healthy
536.0,15.4,0.2427,32.73,5.109,1493.7,464.0,healthy
536.5,15.44,0.1604,33.14,5.05,1499.4,463.5,healthy
537.0,15.49,0.1319,31.45,5.069,1497.5,463.0,healthy
537.5,15.53,0.1978,32.13,5.052,1496.4,462.5,healthy
538.0,15.57,0.276,30.77,5.091,1498.9,462.0,healthy
538.5,15.62,0.3559,31.15,5.014,1500.6,461.5,healthy
539.0,15.66,0.2746,33.01,5.0,1500.2,461.0,healthy
539.5,15.7,0.3394,31.8,5.017,1497.9,460.5,healthy
540.0,15.75,0.2915,31.3,5.055,1499.9,460.0,healthy
540.5,15.79,0.2536,32.38,5.039,1499.9,459.5,healthy
541.0,15.83,0.2616,31.79,5.086,1497.9,459.0,healthy
541.5,15.88,0.2566,31.84,5.116,1496.7,458.5,healthy
542.0,15.92,0.2527,32.82,5.002,1496.8,458.0,healthy
542.5,15.97,0.2186,31.3,5.014,1499.8,457.5,healthy
543.0,16.01,0.174,31.52,4.979,1498.0,457.0,healthy
543.5,16.05,0.1838,32.37,5.153,1496.0,456.5,healthy
544.0,16.1,0.2534,33.04,5.067,1494.7,456.0,healthy
544.5,16.14,0.2265,33.26,5.076,1499.7,455.5,healthy
545.0,16.19,0.2575,31.75,4.985,1496.9,455.0,healthy
545.5,16.23,0.3043,33.04,5.053,1498.7,454.5,healthy
546.0,16.28,0.3401,31.67,5.078,1500.5,454.0,healthy
546.5,16.32,0.3152,33.77,5.041,1495.4,453.5,healthy
547.0,16.37,0.265,31.41,5.107,1497.9,453.0,healthy
547.5,16.41,0.2804,33.39,5.169,1497.6,452.5,healthy
548.0,16.46,0.239,31.81,5.007,1498.7,452.0,healthy
548.5,16.5,0.1883,33.96,5.003,1500.4,451.5,healthy
549.0,16.55,0.2482,32.83,5.011,1495.3,451.0,healthy
549.5,16.59,0.3013,31.55,5.135,1499.1,450.5,healthy
550.0,16.64,0.3286,31.96,5.107,1500.0,450.0,healthy
550.5,16.68,0.3264,33.01,5.049,1497.5,449.5,healthy
551.0,16.73,0.3212,33.24,5.058,1497.6,449.0,healthy
551.5,16.77,0.2979,32.35,5.015,1498.7,448.5,healthy
552.0,16.82,0.2332,32.45,5.101,1498.6,448.0,healthy
552.5,16.87,0.3013,33.03,5.038,1499.0,447.5,healthy
553.0,16.91,0.2404,32.54,5.044,1499.0,447.0,healthy
553.5,16.96,0.2423,31.41,5.088,1495.9,446.5,healthy
554.0,17.0,0.2744,31.8,5.048,1499.8,446.0,healthy
554.5,17.05,0.2433,32.65,5.046,1500.2,445.5,healthy
555.0,17.1,0.2712,33.45,5.059,1498.2,445.0,healthy
555.5,17.14,0.2179,33.78,5.099,1494.8,444.5,healthy
556.0,17.19,0.2371,33.12,5.141,1497.6,444.0,healthy
556.5,17.23,0.3054,32.73,5.089,1498.2,443.5,healthy
557.0,17.28,0.3396,33.11,5.1,1495.5,443.0,healthy
557.5,17.33,0.342,31.99,5.05,1497.0,442.5,healthy
558.0,17.37,0.3551,32.41,5.025,1494.9,442.0,healthy
558.5,17.42,0.272,31.89,5.093,1498.9,441.5,healthy
559.0,17.47,0.2403,31.56,5.07,1498.0,441.0,healthy
559.5,17.51,0.1686,32.83,4.99,1494.4,440.5,healthy
560.0,17.56,0.207,32.72,5.045,1498.4,440.0,healthy
560.5,17.61,0.2484,33.14,5.058,1497.6,439.5,healthy
561.0,17.66,0.2671,33.03,5.037,1498.7,439.0,healthy
561.5,17.7,0.3061,32.8,5.137,1496.9,438.5,healthy
562.0,17.75,0.3119,33.06,5.087,1496.0,438.0,healthy
562.5,17.8,0.2953,32.59,5.132,1496.1,437.5,healthy
563.0,17.85,0.3325,32.97,5.077,1496.5,437.0,healthy
563.5,17.89,0.301,32.07,5.068,1497.6,436.5,healthy
564.0,17.94,0.3064,32.96,5.018,1497.9,436.0,healthy
564.5,17.99,0.2421,33.21,5.065,1497.2,435.5,healthy
565.0,18.04,0.2501,32.15,5.066,1496.7,435.0,healthy
565.5,18.08,0.2231,32.73,4.997,1496.8,434.5,healthy
566.0,18.13,0.1923,32.2,5.039,1502.5,434.0,healthy
566.5,18.18,0.258,32.29,5.05,1496.0,433.5,healthy
567.0,18.23,0.2536,31.82,5.087,1496.4,433.0,healthy
567.5,18.28,0.3518,33.75,5.09,1504.1,432.5,healthy
568.0,18.33,0.3525,33.6,5.038,1498.3,432.0,healthy
568.5,18.37,0.3671,33.19,5.091,1494.7,431.5,healthy
569.0,18.42,0.3541,34.35,5.059,1499.1,431.0,healthy
569.5,18.47,0.3243,32.63,4.925,1495.6,430.5,healthy
570.0,18.52,0.324,35.21,5.044,1499.2,430.0,healthy
570.5,18.57,0.1569,32.62,5.123,1497.0,429.5,healthy
571.0,18.62,0.1647,33.02,4.985,1496.5,429.0,healthy
571.5,18.67,0.2076,32.5,5.075,1500.6,428.5,healthy
572.0,18.71,0.2763,33.13,5.149,1498.5,428.0,healthy
572.5,18.76,0.3311,33.51,5.032,1499.3,427.5,healthy
573.0,18.81,0.339,32.76,5.071,1498.2,427.0,healthy
573.5,18.86,0.3077,34.29,5.006,1496.4,426.5,healthy
574.0,18.91,0.3273,33.07,5.153,1498.5,426.0,healthy
574.5,18.96,0.3542,33.11,5.068,1499.7,425.5,healthy
575.0,19.01,0.3504,32.17,5.075,1497.6,425.0,healthy
575.5,19.06,0.3746,33.25,5.14,1500.9,424.5,healthy
576.0,19.11,0.3315,32.82,5.106,1499.0,424.0,healthy
576.5,19.16,0.2618,32.45,5.03,1497.7,423.5,healthy
577.0,19.21,0.2368,32.33,5.041,1497.7,423.0,healthy
577.5,19.26,0.203,35.1,5.099,1497.5,422.5,healthy
578.0,19.31,0.2345,32.76,5.043,1494.7,422.0,healthy
578.5,19.36,0.3477,31.82,4.969,1497.0,421.5,healthy
579.0,19.41,0.2828,32.43,5.073,1497.6,421.0,healthy
579.5,19.46,0.3436,32.96,5.002,1496.3,420.5,healthy
580.0,19.51,0.3536,33.45,5.157,1497.8,420.0,healthy
580.5,19.56,0.3543,33.47,5.085,1497.2,419.5,healthy
581.0,19.61,0.3102,33.58,5.032,1498.7,419.0,healthy
581.5,19.66,0.2112,32.54,5.042,1498.4,418.5,healthy
582.0,19.71,0.2307,33.34,4.983,1497.4,418.0,healthy
582.5,19.76,0.2259,32.37,5.023,1494.3,417.5,healthy
583.0,19.82,0.3265,32.59,5.129,1500.6,417.0,healthy
583.5,19.87,0.3525,32.37,5.191,1496.8,416.5,healthy
584.0,19.92,0.3113,32.16,5.116,1496.9,416.0,healthy
584.5,19.97,0.3169,33.97,5.075,1496.3,415.5,healthy
585.0,20.02,0.2787,33.69,5.059,1496.0,415.0,healthy
585.5,20.07,0.2783,33.93,5.033,1500.1,414.5,healthy
586.0,20.12,0.3684,33.19,5.184,1499.7,414.0,healthy
586.5,20.17,0.3556,33.79,5.072,1497.8,413.5,healthy
587.0,20.23,0.37,31.77,5.188,1496.7,413.0,healthy
587.5,20.28,0.2845,33.89,5.152,1498.2,412.5,healthy
588.0,20.33,0.2461,33.35,4.996,1497.0,412.0,healthy
588.5,20.38,0.1933,33.72,5.05,1496.5,411.5,healthy
589.0,20.43,0.2094,33.54,5.05,1497.5,411.0,healthy
589.5,20.49,0.2944,32.46,5.08,1496.0,410.5,healthy
590.0,20.54,0.3116,32.06,5.081,1497.3,410.0,healthy
590.5,20.59,0.4232,32.7,5.235,1497.2,409.5,healthy
591.0,20.64,0.3915,33.73,5.031,1498.0,409.0,healthy
591.5,20.69,0.4224,33.85,5.097,1495.5,408.5,healthy
592.0,20.75,0.3632,32.21,5.117,1498.2,408.0,healthy
592.5,20.8,0.2607,32.54,5.086,1494.9,407.5,healthy
593.0,20.85,0.2888,32.75,5.092,1495.6,407.0,healthy
593.5,20.91,0.3071,33.06,5.035,1495.7,406.5,healthy
594.0,20.96,0.2939,32.27,5.093,1494.6,406.0,healthy
594.5,21.01,0.2724,32.23,5.114,1498.7,405.5,healthy
595.0,21.06,0.3588,32.73,5.105,1494.7,405.0,healthy
595.5,21.12,0.3576,33.47,5.118,1495.3,404.5,healthy
596.0,21.17,0.3141,32.46,5.16,1499.1,404.0,healthy
596.5,21.22,0.3601,33.33,5.137,1495.5,403.5,healthy
597.0,21.28,0.4496,34.28,5.094,1496.2,403.0,healthy
597.5,21.33,0.4804,32.41,5.032,1494.6,402.5,healthy
598.0,21.38,0.385,33.3,5.061,1498.2,402.0,healthy
598.5,21.44,0.3626,34.29,5.081,1498.2,401.5,healthy
599.0,21.49,0.3742,33.15,5.105,1498.0,401.0,healthy
599.5,21.55,0.2145,33.04,5.069,1497.6,400.5,healthy
600.0,21.6,0.1103,34.44,5.047,1496.6,400.0,healthy
600.5,21.65,0.2326,33.28,5.034,1495.4,399.5,healthy
601.0,21.71,0.3459,34.42,5.012,1494.8,399.0,healthy
601.5,21.76,0.3947,33.9,5.083,1499.0,398.5,healthy
602.0,21.82,0.4135,33.29,5.022,1498.0,398.0,healthy
602.5,21.87,0.4153,33.96,5.046,1495.0,397.5,healthy
603.0,21.93,0.3852,33.85,5.076,1496.5,397.0,healthy
603.5,21.98,0.3249,34.42,5.03,1495.8,396.5,healthy
604.0,22.03,0.4046,33.18,5.116,1494.1,396.0,healthy
604.5,22.09,0.353,33.67,5.135,1496.7,395.5,healthy
605.0,22.14,0.3565,33.6,5.071,1495.5,395.0,healthy
605.5,22.2,0.2766,34.22,5.077,1494.4,394.5,healthy
606.0,22.25,0.2859,32.85,5.126,1493.3,394.0,healthy
606.5,22.31,0.2951,34.5,5.064,1493.1,393.5,healthy
607.0,22.36,0.2411,34.07,5.061,1495.5,393.0,healthy
607.5,22.42,0.2853,32.66,5.16,1496.1,392.5,healthy
608.0,22.48,0.3463,34.7,5.145,1494.5,392.0,healthy
608.5,22.53,0.3828,35.53,5.132,1497.5,391.5,healthy
609.0,22.59,0.4321,34.56,5.148,1496.0,391.0,healthy
609.5,22.64,0.4892,34.91,5.004,1497.3,390.5,healthy
610.0,22.7,0.3944,33.85,5.171,1495.8,390.0,healthy
610.5,22.75,0.3515,32.47,5.123,1494.5,389.5,healthy
611.0,22.81,0.2227,32.34,5.155,1496.3,389.0,healthy
611.5,22.87,0.2223,34.03,5.124,1493.6,388.5,healthy
612.0,22.92,0.2742,33.37,5.108,1497.1,388.0,healthy
612.5,22.98,0.4001,33.12,5.092,1494.2,387.5,healthy
613.0,23.03,0.4605,33.82,5.124,1497.9,387.0,healthy
613.5,23.09,0.4413,34.38,5.091,1495.3,386.5,healthy
614.0,23.15,0.4604,32.74,5.151,1498.1,386.0,healthy
614.5,23.2,0.415,33.55,5.028,1493.7,385.5,healthy
615.0,23.26,0.3538,35.13,5.081,1494.6,385.0,healthy
615.5,23.32,0.3588,33.08,5.211,1496.7,384.5,healthy
